Марка,Модель,Поколение,Тип кузова,Цена,Страна марки,Класс автомобиля,Количество дверей,Количество мест,Длина,Ширина,Высота,Колёсная база,Клиренс,Ширина передней колеи,Ширина задней колеи,Размер колёс,"Объем багажника мин/макс, л","Объём топливного бака, л","Снаряженная масса, кг",Коробка передач,Количество передач,Тип привода,Тип передней подвески,Тип задней подвески,Передние тормоза,Задние тормоза,"Разгон до 100 км/ч, с","Расход топлива, л город/трасса/смешанный",Марка топлива,Тип двигателя,Расположение двигателя,"Объем двигателя, см³",Тип наддува,"Максимальная мощность, л.с./кВт при об/мин","Максимальный крутящий момент, Н*м при об/мин",Расположение цилиндров,Количество цилиндров,Число клапанов на цилиндр,Система питания двигателя,Степень сжатия,"Диаметр цилиндра и ход поршня, мм",Ссылка
Acura,ILX,I Рестайлинг 2 2018 – н.в.,Седан,,Япония,D,4,5,4628,1793,1412,2670,135,1509,1529,215/45/R17 225/40/R18,-,50,1405,робот,8,передний,"независимая, пружинная","независимая, пружинная",дисковые вентилируемые,дисковые,7.7,9.8/6.9/8.4,АИ-92,бензин,"переднее, поперечное",2354,нет,201 / 148 при 6800,245 при 3600,рядное,4,4,распределенный впрыск (многоточечный),11.6,87 × 99,https://auto.ru/catalog/cars/acura/ilx/21468782/21468837/?year_from=2019&year_to=2019
